[2025-07-31 06:00:00.000] INFO  SensorHub: Init complete. Firmware v2.0.1
[2025-07-31 06:00:00.000] DEBUG ADC[id=1001]: Temperature sensor #1 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1002]: Temperature sensor #2 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1003]: Temperature sensor #3 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1004]: Temperature sensor #4 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1005]: Temperature sensor #5 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1006]: Moisture sensor #1 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1007]: Moisture sensor #2 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1008]: Moisture sensor #3 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1009]: Moisture sensor #4 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1010]: Moisture sensor #5 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1011]: Light sensor #1 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1012]: Light sensor #2 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1013]: Light sensor #3 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1014]: Light sensor #4 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1015]: Light sensor #5 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1016]: Humidity sensor #1 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1017]: Humidity sensor #2 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1018]: Humidity sensor #3 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1019]: Humidity sensor #4 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1020]: Humidity sensor #5 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1021]: Co2 sensor #1 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1022]: Co2 sensor #2 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1023]: Co2 sensor #3 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1024]: Co2 sensor #4 initialized
[2025-07-31 06:00:00.000] DEBUG ADC[id=1025]: Co2 sensor #5 initialized
[2025-07-31 06:00:05.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=26.0C, Moisture=45.4%, Light=536lux, Humidity=48.6%, CO2=677ppm
[2025-07-31 06:02:10.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.7C, Moisture=45.4%, Light=560lux, Humidity=48.3%, CO2=573ppm
[2025-07-31 06:02:10.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=23.4C, Moisture=44.6%, Light=648lux, Humidity=46.7%, CO2=706ppm
[2025-07-31 06:02:15.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=22.8C, Moisture=44.7%, Light=678lux, Humidity=69.5%, CO2=522ppm
[2025-07-31 06:02:15.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=23.5C, Moisture=44.3%, Light=574lux, Humidity=46.1%, CO2=637ppm
[2025-07-31 06:02:15.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.3C, Moisture=40.3%, Light=518lux, Humidity=66.2%, CO2=547ppm
[2025-07-31 06:02:15.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=23.3C, Moisture=39.2%, Light=569lux, Humidity=66.3%, CO2=687ppm
[2025-07-31 06:02:15.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=24.7C, Moisture=35.6%, Light=685lux, Humidity=41.2%, CO2=656ppm
[2025-07-31 06:02:20.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.2C, Moisture=40.8%, Light=505lux, Humidity=42.5%, CO2=594ppm
[2025-07-31 06:02:20.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=23.0C, Moisture=35.8%, Light=624lux, Humidity=64.3%, CO2=410ppm
[2025-07-31 06:02:20.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.4C, Moisture=39.2%, Light=584lux, Humidity=49.5%, CO2=727ppm
[2025-07-31 06:02:20.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=26.3C, Moisture=35.9%, Light=547lux, Humidity=44.2%, CO2=706ppm
[2025-07-31 06:02:20.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=24.1C, Moisture=40.4%, Light=661lux, Humidity=47.8%, CO2=757ppm
[2025-07-31 06:02:25.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.8C, Moisture=42.1%, Light=549lux, Humidity=63.4%, CO2=717ppm
[2025-07-31 06:02:25.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.7C, Moisture=42.4%, Light=526lux, Humidity=42.5%, CO2=460ppm
[2025-07-31 06:02:25.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.5C, Moisture=36.8%, Light=503lux, Humidity=62.5%, CO2=546ppm
[2025-07-31 06:02:25.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=22.6C, Moisture=41.0%, Light=699lux, Humidity=41.9%, CO2=495ppm
[2025-07-31 06:02:25.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=23.8C, Moisture=39.3%, Light=659lux, Humidity=45.8%, CO2=762ppm
[2025-07-31 06:02:30.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.0C, Moisture=36.1%, Light=675lux, Humidity=64.0%, CO2=479ppm
[2025-07-31 06:02:30.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.0C, Moisture=37.9%, Light=649lux, Humidity=61.8%, CO2=745ppm
[2025-07-31 06:02:30.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=23.4C, Moisture=47.0%, Light=587lux, Humidity=68.1%, CO2=731ppm
[2025-07-31 06:02:30.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.7C, Moisture=45.7%, Light=547lux, Humidity=62.0%, CO2=498ppm
[2025-07-31 06:02:30.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=26.3C, Moisture=36.2%, Light=619lux, Humidity=66.5%, CO2=494ppm
[2025-07-31 06:02:35.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.0C, Moisture=43.2%, Light=594lux, Humidity=58.4%, CO2=710ppm
[2025-07-31 06:02:35.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=23.8C, Moisture=46.1%, Light=639lux, Humidity=61.9%, CO2=382ppm
[2025-07-31 06:02:35.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=26.4C, Moisture=39.3%, Light=549lux, Humidity=41.2%, CO2=371ppm
[2025-07-31 06:02:35.000] WARN  MoistureMonitor[id=1008]: Moisture dropped to 39.3%
[2025-07-31 06:02:35.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=23.5C, Moisture=36.1%, Light=639lux, Humidity=59.3%, CO2=434ppm
[2025-07-31 06:02:35.000] WARN  MoistureMonitor[id=1009]: Moisture dropped to 36.1%
[2025-07-31 06:02:35.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=25.8C, Moisture=47.2%, Light=517lux, Humidity=50.5%, CO2=418ppm
[2025-07-31 06:02:40.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.3C, Moisture=38.3%, Light=558lux, Humidity=56.3%, CO2=493ppm
[2025-07-31 06:02:40.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=23.3C, Moisture=40.7%, Light=522lux, Humidity=47.6%, CO2=623ppm
[2025-07-31 06:02:40.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.8C, Moisture=37.5%, Light=691lux, Humidity=57.2%, CO2=366ppm
[2025-07-31 06:02:40.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.1C, Moisture=42.4%, Light=592lux, Humidity=63.1%, CO2=393ppm
[2025-07-31 06:02:40.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=25.3C, Moisture=45.8%, Light=652lux, Humidity=40.3%, CO2=373ppm
[2025-07-31 06:02:45.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=25.2C, Moisture=42.4%, Light=677lux, Humidity=54.7%, CO2=676ppm
[2025-07-31 06:02:45.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=24.9C, Moisture=41.9%, Light=652lux, Humidity=68.8%, CO2=799ppm
[2025-07-31 06:02:45.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.9C, Moisture=46.5%, Light=611lux, Humidity=58.5%, CO2=718ppm
[2025-07-31 06:02:45.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=25.9C, Moisture=38.7%, Light=523lux, Humidity=40.6%, CO2=591ppm
[2025-07-31 06:02:45.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=23.0C, Moisture=43.8%, Light=666lux, Humidity=54.1%, CO2=510ppm
[2025-07-31 06:02:50.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.8C, Moisture=41.4%, Light=695lux, Humidity=62.1%, CO2=600ppm
[2025-07-31 06:02:50.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=22.6C, Moisture=42.3%, Light=673lux, Humidity=63.8%, CO2=658ppm
[2025-07-31 06:02:50.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.0C, Moisture=37.9%, Light=624lux, Humidity=41.8%, CO2=649ppm
[2025-07-31 06:02:50.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.3C, Moisture=43.1%, Light=664lux, Humidity=68.6%, CO2=583ppm
[2025-07-31 06:02:50.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=24.5C, Moisture=44.9%, Light=629lux, Humidity=59.7%, CO2=394ppm
[MALFORMED LINE NO TIMESTAMP OR FORMAT]
[2025-07-31 06:02:55.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.6C, Moisture=37.1%, Light=624lux, Humidity=40.6%, CO2=741ppm
[2025-07-31 06:02:55.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=24.6C, Moisture=37.7%, Light=605lux, Humidity=46.6%, CO2=366ppm
[2025-07-31 06:02:55.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=23.1C, Moisture=39.8%, Light=655lux, Humidity=45.4%, CO2=356ppm
[2025-07-31 06:02:55.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.2C, Moisture=45.2%, Light=657lux, Humidity=65.6%, CO2=621ppm
[2025-07-31 06:02:55.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=24.9C, Moisture=36.3%, Light=603lux, Humidity=56.3%, CO2=420ppm
[2025-07-31 06:03:00.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.6C, Moisture=36.9%, Light=539lux, Humidity=52.0%, CO2=575ppm
[2025-07-31 06:03:00.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=22.8C, Moisture=45.8%, Light=527lux, Humidity=47.9%, CO2=673ppm
[2025-07-31 06:03:00.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.5C, Moisture=45.4%, Light=575lux, Humidity=47.9%, CO2=499ppm
[2025-07-31 06:03:00.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=25.6C, Moisture=43.3%, Light=557lux, Humidity=48.4%, CO2=418ppm
[2025-07-31 06:03:00.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=23.6C, Moisture=43.9%, Light=656lux, Humidity=68.0%, CO2=787ppm
[2025-07-31 06:03:05.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.4C, Moisture=45.7%, Light=674lux, Humidity=59.8%, CO2=500ppm
[2025-07-31 06:03:05.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.7C, Moisture=37.6%, Light=529lux, Humidity=62.1%, CO2=357ppm
[2025-07-31 06:03:05.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.9C, Moisture=44.6%, Light=573lux, Humidity=60.9%, CO2=584ppm
[2025-07-31 06:03:05.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=26.2C, Moisture=36.9%, Light=661lux, Humidity=62.6%, CO2=557ppm
[2025-07-31 06:03:05.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=24.1C, Moisture=37.6%, Light=589lux, Humidity=59.8%, CO2=794ppm
[2025-07-31 06:03:10.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.0C, Moisture=36.7%, Light=511lux, Humidity=62.2%, CO2=778ppm
[2025-07-31 06:03:10.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=26.1C, Moisture=39.6%, Light=616lux, Humidity=60.2%, CO2=366ppm
[2025-07-31 06:03:10.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.6C, Moisture=39.6%, Light=509lux, Humidity=65.5%, CO2=555ppm
[2025-07-31 06:03:10.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=22.5C, Moisture=35.3%, Light=569lux, Humidity=69.5%, CO2=741ppm
[2025-07-31 06:03:10.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=25.5C, Moisture=40.4%, Light=584lux, Humidity=49.2%, CO2=618ppm
[2025-07-31 06:03:15.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=26.3C, Moisture=38.3%, Light=612lux, Humidity=66.0%, CO2=449ppm
[2025-07-31 06:03:15.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.6C, Moisture=47.2%, Light=514lux, Humidity=63.5%, CO2=706ppm
[2025-07-31 06:03:15.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.9C, Moisture=36.9%, Light=525lux, Humidity=45.8%, CO2=520ppm
[2025-07-31 06:03:15.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=22.5C, Moisture=37.0%, Light=628lux, Humidity=51.4%, CO2=756ppm
[2025-07-31 06:03:15.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=22.8C, Moisture=44.8%, Light=520lux, Humidity=68.7%, CO2=442ppm
[2025-07-31 06:03:20.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.7C, Moisture=47.4%, Light=637lux, Humidity=41.0%, CO2=668ppm
[2025-07-31 06:03:20.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.2C, Moisture=43.1%, Light=518lux, Humidity=51.0%, CO2=441ppm
[2025-07-31 06:03:20.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.4C, Moisture=45.4%, Light=534lux, Humidity=63.3%, CO2=440ppm
[2025-07-31 06:03:20.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=25.7C, Moisture=37.3%, Light=676lux, Humidity=59.0%, CO2=483ppm
[2025-07-31 06:03:20.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=26.3C, Moisture=46.8%, Light=617lux, Humidity=63.3%, CO2=575ppm
[2025-07-31 06:03:25.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.3C, Moisture=38.1%, Light=683lux, Humidity=47.7%, CO2=678ppm
[2025-07-31 06:03:25.000] WARN  MoistureMonitor[id=1006]: Moisture dropped to 38.1%
[2025-07-31 06:03:25.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.5C, Moisture=37.6%, Light=638lux, Humidity=54.4%, CO2=444ppm
[2025-07-31 06:03:25.000] WARN  MoistureMonitor[id=1007]: Moisture dropped to 37.6%
[2025-07-31 06:03:25.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.1C, Moisture=42.4%, Light=508lux, Humidity=67.2%, CO2=422ppm
[2025-07-31 06:03:25.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=23.9C, Moisture=40.4%, Light=555lux, Humidity=64.5%, CO2=765ppm
[2025-07-31 06:03:25.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=25.3C, Moisture=39.9%, Light=530lux, Humidity=67.5%, CO2=503ppm
[2025-07-31 06:03:25.000] WARN  MoistureMonitor[id=1010]: Moisture dropped to 39.9%
[2025-07-31 06:03:25.000] ERROR PumpCtrl[id=2005]: Irrigation pump failed to start
[2025-07-31 06:03:25.000] DEBUG SensorHub: Retrying pump startup...
[2025-07-31 06:03:25.000] INFO  PumpCtrl[id=2005]: Pump started successfully after retry
[2025-07-31 06:03:30.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.1C, Moisture=39.1%, Light=628lux, Humidity=47.4%, CO2=433ppm
[2025-07-31 06:03:30.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=26.4C, Moisture=43.2%, Light=629lux, Humidity=40.0%, CO2=572ppm
[2025-07-31 06:03:30.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=23.2C, Moisture=35.9%, Light=502lux, Humidity=59.7%, CO2=464ppm
[2025-07-31 06:03:30.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=23.2C, Moisture=35.4%, Light=689lux, Humidity=55.6%, CO2=454ppm
[2025-07-31 06:03:30.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=23.2C, Moisture=43.9%, Light=567lux, Humidity=68.1%, CO2=517ppm
[2025-07-31 06:03:35.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=25.6C, Moisture=36.9%, Light=500lux, Humidity=60.3%, CO2=413ppm
[2025-07-31 06:03:35.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=24.8C, Moisture=46.3%, Light=513lux, Humidity=44.4%, CO2=730ppm
[2025-07-31 06:03:35.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=26.2C, Moisture=47.4%, Light=532lux, Humidity=62.5%, CO2=693ppm
[2025-07-31 06:03:35.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=26.1C, Moisture=35.8%, Light=660lux, Humidity=48.0%, CO2=671ppm
[2025-07-31 06:03:35.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=26.1C, Moisture=46.6%, Light=595lux, Humidity=43.5%, CO2=446ppm
[2025-07-31 06:03:40.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.7C, Moisture=40.9%, Light=639lux, Humidity=61.0%, CO2=728ppm
[2025-07-31 06:03:40.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=23.3C, Moisture=44.0%, Light=649lux, Humidity=66.2%, CO2=475ppm
[2025-07-31 06:03:40.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=23.3C, Moisture=35.5%, Light=652lux, Humidity=69.5%, CO2=559ppm
[2025-07-31 06:03:40.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=26.0C, Moisture=46.7%, Light=544lux, Humidity=52.4%, CO2=613ppm
[2025-07-31 06:03:40.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=23.5C, Moisture=36.0%, Light=653lux, Humidity=62.7%, CO2=730ppm
[2025-07-31 06:03:45.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.6C, Moisture=44.4%, Light=620lux, Humidity=68.5%, CO2=676ppm
[2025-07-31 06:03:45.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.0C, Moisture=43.0%, Light=668lux, Humidity=68.7%, CO2=524ppm
[2025-07-31 06:03:45.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.8C, Moisture=41.0%, Light=598lux, Humidity=51.2%, CO2=389ppm
[2025-07-31 06:03:45.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.0C, Moisture=36.6%, Light=571lux, Humidity=59.1%, CO2=483ppm
[2025-07-31 06:03:45.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=23.8C, Moisture=47.6%, Light=532lux, Humidity=47.4%, CO2=681ppm
[2025-07-31 06:03:50.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.6C, Moisture=40.8%, Light=507lux, Humidity=42.0%, CO2=630ppm
[2025-07-31 06:03:50.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=24.1C, Moisture=46.7%, Light=582lux, Humidity=52.2%, CO2=642ppm
[2025-07-31 06:03:50.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.2C, Moisture=43.8%, Light=631lux, Humidity=63.0%, CO2=602ppm
[2025-07-31 06:03:50.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.3C, Moisture=45.7%, Light=503lux, Humidity=44.5%, CO2=502ppm
[2025-07-31 06:03:50.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=25.7C, Moisture=37.2%, Light=666lux, Humidity=66.0%, CO2=705ppm
[2025-07-31 06:03:55.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.1C, Moisture=47.4%, Light=640lux, Humidity=48.6%, CO2=389ppm
[2025-07-31 06:03:55.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=23.4C, Moisture=37.7%, Light=649lux, Humidity=47.4%, CO2=580ppm
[2025-07-31 06:03:55.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=22.5C, Moisture=47.1%, Light=642lux, Humidity=58.8%, CO2=662ppm
[2025-07-31 06:03:55.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=26.3C, Moisture=45.3%, Light=525lux, Humidity=43.4%, CO2=561ppm
[2025-07-31 06:03:55.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=26.3C, Moisture=44.7%, Light=696lux, Humidity=53.0%, CO2=705ppm
[2025-07-31 06:04:00.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.1C, Moisture=36.8%, Light=537lux, Humidity=65.8%, CO2=655ppm
[2025-07-31 06:04:00.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=26.4C, Moisture=47.1%, Light=607lux, Humidity=42.2%, CO2=609ppm
[2025-07-31 06:04:00.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.2C, Moisture=38.0%, Light=591lux, Humidity=44.6%, CO2=674ppm
[2025-07-31 06:04:00.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=23.1C, Moisture=37.1%, Light=625lux, Humidity=45.8%, CO2=392ppm
[2025-07-31 06:04:00.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=26.0C, Moisture=43.0%, Light=535lux, Humidity=42.0%, CO2=645ppm
[2025-07-31 06:04:05.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=25.1C, Moisture=38.7%, Light=515lux, Humidity=66.3%, CO2=714ppm
[2025-07-31 06:04:05.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=26.3C, Moisture=47.4%, Light=607lux, Humidity=69.9%, CO2=451ppm
[2025-07-31 06:04:05.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.0C, Moisture=43.1%, Light=539lux, Humidity=66.2%, CO2=770ppm
[2025-07-31 06:04:05.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=23.0C, Moisture=39.3%, Light=572lux, Humidity=69.8%, CO2=363ppm
[2025-07-31 06:04:05.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=25.3C, Moisture=42.5%, Light=513lux, Humidity=65.0%, CO2=687ppm
[2025-07-31 06:04:10.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.5C, Moisture=47.7%, Light=663lux, Humidity=63.3%, CO2=800ppm
[2025-07-31 06:04:10.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.9C, Moisture=37.9%, Light=655lux, Humidity=60.0%, CO2=612ppm
[2025-07-31 06:04:10.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.5C, Moisture=38.9%, Light=642lux, Humidity=69.9%, CO2=589ppm
[2025-07-31 06:04:10.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=25.3C, Moisture=44.9%, Light=655lux, Humidity=58.4%, CO2=750ppm
[2025-07-31 06:04:10.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=24.7C, Moisture=43.9%, Light=635lux, Humidity=64.8%, CO2=710ppm
[2025-07-31 06:04:15.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=25.6C, Moisture=36.9%, Light=642lux, Humidity=54.9%, CO2=695ppm
[2025-07-31 06:04:15.000] WARN  MoistureMonitor[id=1006]: Moisture dropped to 36.9%
[2025-07-31 06:04:15.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=25.3C, Moisture=36.9%, Light=548lux, Humidity=62.1%, CO2=743ppm
[2025-07-31 06:04:15.000] WARN  MoistureMonitor[id=1007]: Moisture dropped to 36.9%
[2025-07-31 06:04:15.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=26.1C, Moisture=45.9%, Light=664lux, Humidity=63.1%, CO2=495ppm
[2025-07-31 06:04:15.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.2C, Moisture=41.1%, Light=544lux, Humidity=65.8%, CO2=556ppm
[2025-07-31 06:04:15.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=24.5C, Moisture=40.2%, Light=545lux, Humidity=52.2%, CO2=449ppm
[2025-07-31 06:04:20.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=23.3C, Moisture=46.6%, Light=560lux, Humidity=67.3%, CO2=731ppm
[2025-07-31 06:04:20.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=23.0C, Moisture=45.2%, Light=661lux, Humidity=66.0%, CO2=681ppm
[2025-07-31 06:04:20.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=24.1C, Moisture=42.4%, Light=645lux, Humidity=59.9%, CO2=454ppm
[2025-07-31 06:04:20.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.9C, Moisture=36.3%, Light=639lux, Humidity=44.3%, CO2=570ppm
[2025-07-31 06:04:20.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=25.3C, Moisture=46.8%, Light=586lux, Humidity=58.9%, CO2=533ppm
[2025-07-31 06:04:25.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.6C, Moisture=39.2%, Light=676lux, Humidity=62.4%, CO2=511ppm
[2025-07-31 06:04:25.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=26.2C, Moisture=47.8%, Light=665lux, Humidity=41.7%, CO2=508ppm
[2025-07-31 06:04:25.000] INFO  SensorData[id=1003,1008,1013,1018,1023]: Temp=25.1C, Moisture=45.7%, Light=539lux, Humidity=66.9%, CO2=370ppm
[2025-07-31 06:04:25.000] INFO  SensorData[id=1004,1009,1014,1019,1024]: Temp=24.4C, Moisture=42.5%, Light=658lux, Humidity=68.9%, CO2=630ppm
[2025-07-31 06:04:25.000] INFO  SensorData[id=1005,1010,1015,1020,1025]: Temp=24.3C, Moisture=38.9%, Light=698lux, Humidity=47.2%, CO2=576ppm
[2025-07-31 06:04:30.000] INFO  SensorData[id=1001,1006,1011,1016,1021]: Temp=24.0C, Moisture=41.5%, Light=570lux, Humidity=55.9%, CO2=536ppm
[2025-07-31 06:04:30.000] INFO  SensorData[id=1002,1007,1012,1017,1022]: Temp=24.9C, Moisture=46.9%, Light=634lux, Humidity=69.0%, CO2=508ppm
